-5.624000e+00,6.186989e+01
-5.520058e+00,-1.834848e+01
-5.416117e+00,-1.942339e+01
-5.312175e+00,-2.054830e+01
-5.208234e+00,-2.099826e+01
-5.104292e+00,-2.104826e+01
-5.000350e+00,4.949591e+00
-4.896409e+00,5.824519e+00
-4.792467e+00,6.584456e+01
-4.688526e+00,2.907260e+01
-4.584584e+00,2.859764e+01
-4.480642e+00,-1.131157e+02
-4.376701e+00,-1.471128e+02
-4.272759e+00,-1.126657e+02
-4.168818e+00,-2.288311e+02
-4.064876e+00,-2.295560e+02
-3.960934e+00,-3.417218e+01
-3.856993e+00,-3.072246e+01
-3.753051e+00,-1.792352e+01
-3.649110e+00,-1.074911e+01
-3.545168e+00,-1.042414e+01
-3.441226e+00,-1.486627e+02
-3.337285e+00,-1.492627e+02
-3.233343e+00,-1.506625e+02
-3.129402e+00,-1.540123e+02
-3.025460e+00,1.849847e+01
-2.921518e+00,-9.429221e+01
-2.817577e+00,-3.639699e+01
-2.713635e+00,-3.509710e+01
-2.609694e+00,-2.899760e+01
-2.505752e+00,2.219817e+01
-2.401810e+00,-9.099248e+00
-2.297869e+00,-1.199901e+00
-2.193927e+00,-4.999587e-01
-2.089986e+00,-2.249814e-01
-1.986044e+00,-4.999587e-02
-1.882102e+00,7.499380e-02
-1.778161e+00,1.999835e-01
-1.674219e+00,2.749773e-01
-1.570278e+00,3.499711e-01
-1.466336e+00,3.749690e-01
-1.362394e+00,2.749773e-01
-1.258453e+00,1.249897e-01
-1.154511e+00,-2.499793e-02
-1.050570e+00,-1.499876e-01
-9.466279e-01,-2.499793e-01
-8.426863e-01,-2.749773e-01
-7.387447e-01,-2.749773e-01
-6.348031e-01,-2.499793e-01
-5.308615e-01,-2.249814e-01
-4.269199e-01,-1.999835e-01
-3.229783e-01,-2.249814e-01
-2.190367e-01,-2.749773e-01
-1.150951e-01,-4.249649e-01
-1.115352e-02,-5.999504e-01
9.278808e-02,-6.749442e-01
1.967297e-01,-3.499711e-01
3.006713e-01,-3.749690e-01
4.046129e-01,-3.999669e-01
5.085545e-01,-4.499628e-01
6.124961e-01,-4.999587e-01
7.164377e-01,-5.249566e-01
8.203793e-01,-5.249566e-01
9.243209e-01,-4.749607e-01
1.028262e+00,-4.499628e-01
1.132204e+00,-3.999669e-01
1.236146e+00,-3.999669e-01
1.340087e+00,-4.249649e-01
1.444029e+00,-4.499628e-01
1.547970e+00,-5.249566e-01
1.651912e+00,-5.749525e-01
1.755854e+00,-6.249483e-01
1.859795e+00,-6.249483e-01
1.963737e+00,-6.249483e-01
2.067679e+00,-5.999504e-01
2.171620e+00,-5.499545e-01
2.275562e+00,-4.999587e-01
2.379503e+00,-4.499628e-01
2.483445e+00,-4.499628e-01
2.587387e+00,-4.749607e-01
2.691328e+00,-4.749607e-01
2.795270e+00,-4.999587e-01
2.899211e+00,-5.249566e-01
3.003153e+00,-5.249566e-01
3.107095e+00,-5.249566e-01
3.211036e+00,-4.749607e-01
3.314978e+00,-4.749607e-01
3.418919e+00,-4.499628e-01
3.522861e+00,-4.749607e-01
3.626803e+00,-4.999587e-01
3.730744e+00,-5.499545e-01
3.834686e+00,-5.999504e-01
3.938627e+00,-6.249483e-01
4.042569e+00,-6.249483e-01
4.146511e+00,-6.249483e-01
4.250452e+00,-5.749525e-01
4.354394e+00,-5.499545e-01
4.458335e+00,-4.749607e-01
4.562277e+00,-4.499628e-01
4.666219e+00,-4.249649e-01
4.770160e+00,-3.999669e-01
4.874102e+00,-3.999669e-01
4.978043e+00,-4.499628e-01
5.081985e+00,-4.999587e-01
5.185927e+00,-5.999504e-01
5.289868e+00,-7.249401e-01
5.393810e+00,-1.099909e+00
5.497751e+00,-2.749773e-01
5.601693e+00,-1.999835e-01
5.705635e+00,-1.999835e-01
5.809576e+00,-2.499793e-01
5.913518e+00,-3.499711e-01
