-5.624000e+00,7.408140e+03
-5.520058e+00,3.739443e+03
-5.416117e+00,3.618453e+03
-5.312175e+00,2.592538e+03
-5.208234e+00,2.878514e+03
-5.104292e+00,2.857516e+03
-5.000350e+00,2.843517e+03
-4.896409e+00,3.137493e+03
-4.792467e+00,3.198488e+03
-4.688526e+00,5.629287e+03
-4.584584e+00,5.623287e+03
-4.480642e+00,5.637286e+03
-4.376701e+00,1.483629e+03
-4.272759e+00,1.422634e+03
-4.168818e+00,1.376638e+03
-4.064876e+00,1.334642e+03
-3.960934e+00,-6.781919e+02
-3.856993e+00,8.756028e+03
-3.753051e+00,8.739030e+03
-3.649110e+00,8.717032e+03
-3.545168e+00,8.695033e+03
-3.441226e+00,3.319478e+03
-3.337285e+00,3.263482e+03
-3.233343e+00,-3.802165e+02
-3.129402e+00,-4.872077e+02
-3.025460e+00,-5.572019e+02
-2.921518e+00,-2.320056e+03
-2.817577e+00,-2.323056e+03
-2.713635e+00,4.791356e+03
-2.609694e+00,4.812354e+03
-2.505752e+00,4.809355e+03
-2.401810e+00,1.821601e+03
-2.297869e+00,-4.022147e+02
-2.193927e+00,-4.242129e+02
-2.089986e+00,-4.282126e+02
-1.986044e+00,-4.252128e+02
-1.882102e+00,-4.162136e+02
-1.778161e+00,-4.022147e+02
-1.674219e+00,-3.832163e+02
-1.570278e+00,-3.602182e+02
-1.466336e+00,-3.372201e+02
-1.362394e+00,-3.202215e+02
-1.258453e+00,-3.152219e+02
-1.154511e+00,-3.222213e+02
-1.050570e+00,-3.402198e+02
-9.466279e-01,-3.572184e+02
-8.426863e-01,-3.672176e+02
-7.387447e-01,-3.692174e+02
-6.348031e-01,-3.622180e+02
-5.308615e-01,-3.502190e+02
-4.269199e-01,-3.352202e+02
-3.229783e-01,-3.212214e+02
-2.190367e-01,-3.112222e+02
-1.150951e-01,-3.122221e+02
-1.115352e-02,-3.312206e+02
9.278808e-02,-3.802165e+02
1.967297e-01,-1.417131e+03
3.006713e-01,-1.455128e+03
4.046129e-01,-1.495124e+03
5.085545e-01,-1.541121e+03
6.124961e-01,-1.587117e+03
7.164377e-01,-1.623114e+03
8.203793e-01,-1.642112e+03
9.243209e-01,-1.644112e+03
1.028262e+00,-1.634113e+03
1.132204e+00,-1.618114e+03
1.236146e+00,-1.600116e+03
1.340087e+00,-1.585117e+03
1.444029e+00,-1.575118e+03
1.547970e+00,-1.573118e+03
1.651912e+00,-1.576118e+03
1.755854e+00,-1.583117e+03
1.859795e+00,-1.591116e+03
1.963737e+00,-1.597116e+03
2.067679e+00,-1.598116e+03
2.171620e+00,-1.595116e+03
2.275562e+00,-1.590117e+03
2.379503e+00,-1.585117e+03
2.483445e+00,-1.583117e+03
2.587387e+00,-1.584117e+03
2.691328e+00,-1.590117e+03
2.795270e+00,-1.599116e+03
2.899211e+00,-1.609115e+03
3.003153e+00,-1.617114e+03
3.107095e+00,-1.622114e+03
3.211036e+00,-1.622114e+03
3.314978e+00,-1.618114e+03
3.418919e+00,-1.610115e+03
3.522861e+00,-1.602116e+03
3.626803e+00,-1.595116e+03
3.730744e+00,-1.591116e+03
3.834686e+00,-1.591116e+03
3.938627e+00,-1.592116e+03
4.042569e+00,-1.595116e+03
4.146511e+00,-1.596116e+03
4.250452e+00,-1.593116e+03
4.354394e+00,-1.587117e+03
4.458335e+00,-1.577118e+03
4.562277e+00,-1.566119e+03
4.666219e+00,-1.553120e+03
4.770160e+00,-1.542120e+03
4.874102e+00,-1.532121e+03
4.978043e+00,-1.525122e+03
5.081985e+00,-1.520122e+03
5.185927e+00,-1.519122e+03
5.289868e+00,-1.520122e+03
5.393810e+00,-5.382035e+02
5.497751e+00,-4.862078e+02
5.601693e+00,-4.522106e+02
5.705635e+00,-4.292125e+02
5.809576e+00,-4.132138e+02
5.913518e+00,-4.052145e+02
6.017459e+00,-4.022147e+02
